  EVENTID,AUTHOR,DATE,TIME,LAT,LON,DEPTH,DEPFIX,AUTHOR,TYPE,MAG
607188812,ISC      ,3/20/2015,46:14.1,-1.0929,134.4655,27,TRUE  ,ISC      ,mb    ,3.6
611444680,DJA      ,3/20/2015,01:49.2,-3.29,127.36,10,      ,DJA      ,MLv   ,3.2
611444679,DJA      ,3/20/2015,37:34.9,1.48,123.38,17,      ,DJA      ,MLv   ,3.6
611444678,DJA      ,3/20/2015,14:52:01,-0.53,122.44,10,      ,DJA      ,MLv   ,2.5
611444677,DJA      ,3/20/2015,10:03.4,0.01,124.43,49,      ,DJA      ,MLv   ,3.2
606857513,ISC      ,3/20/2015,11:15.4,-6.148,130.6556,124,TRUE  ,ISC      ,mb    ,4.6
607188840,ISC      ,3/20/2015,13:00.4,-6.6808,128.0827,300,TRUE  ,ISC      ,mb    ,4.3
607188843,ISC      ,3/20/2015,30:03.0,-5.7844,128.8396,300,TRUE  ,ISC      ,mb    ,3.8
607188846,ISC      ,3/20/2015,54:58.6,-0.096,123.0151,163.4,      ,ISC      ,mb    ,3.3
611444676,DJA      ,3/20/2015,55:30.5,-8.11,117.8,21,      ,DJA      ,MLv   ,2.3
607181317,ISC      ,3/21/2015,18:47.0,-10.4211,117.6686,10,TRUE  ,ISC      ,mb    ,4.1
607181318,ISC      ,3/21/2015,33:48.6,-9.8102,118.1649,10,TRUE  ,IDC      ,mb    ,3.2
606857659,ISC      ,3/21/2015,43:59.0,2.5168,128.308,150,TRUE  ,ISC      ,mb    ,4.8
607181320,ISC      ,3/21/2015,06:34.4,-6.1593,130.3104,124,TRUE  ,IDC      ,mb    ,3.7
606857661,ISC      ,3/21/2015,31:19.4,-0.3594,123.0765,87.6,      ,ISC      ,mb    ,4.8
607181322,ISC      ,3/21/2015,13:59.9,-7.3271,129.7215,100,TRUE  ,IDC      ,mb    ,3.5
611444692,DJA      ,3/21/2015,42:31.7,-8.01,117.5,22,      ,DJA      ,MLv   ,2.5
607181349,ISC      ,3/21/2015,48:25.8,2.2334,97.5493,33,TRUE  ,ISC      ,mb    ,4.2
611444691,DJA      ,3/21/2015,15:44.7,-8.58,115.43,70,      ,DJA      ,MLv   ,3
607181354,ISC      ,3/21/2015,25:14.3,-2.8707,129.6557,28,TRUE  ,ISC      ,mb    ,3.9
606858308,ISC      ,3/21/2015,53:57.7,1.3183,98.1689,24.8,      ,ISC      ,mb    ,4.5
607181356,ISC      ,3/21/2015,10:27.4,0.5454,124.7776,87,TRUE  ,ISC      ,mb    ,3.6
611444690,DJA      ,3/21/2015,35:40.6,-0.61,122.32,10,      ,DJA      ,MLv   ,3.6
606858311,ISC      ,3/21/2015,37:21.0,5.7726,127.0004,132.8,      ,ISC      ,mb    ,4.6
611444689,DJA      ,3/21/2015,43:18.8,-8.22,114.03,10,      ,DJA      ,MLv   ,2.5
611444688,DJA      ,3/21/2015,45:43.7,-0.98,126.75,10,      ,DJA      ,MLv   ,3.5
606858320,ISC      ,3/21/2015,46:31.5,3.5809,127.3505,51.3,      ,ISC      ,mb    ,5.2
611444687,DJA      ,3/21/2015,08:32.5,-7.37,107.83,64,      ,DJA      ,MLv   ,2.8
611444686,DJA      ,3/21/2015,09:19.2,0.27,121.91,161,      ,DJA      ,MLv   ,2.7
611444685,DJA      ,3/21/2015,10:10.9,-9.51,121.87,18,      ,DJA      ,MLv   ,2.8
607181365,ISC      ,3/21/2015,16:30.4,3.7208,124.4639,400,TRUE  ,ISC      ,mb    ,3.3
607181368,ISC      ,3/21/2015,04:00.8,1.949,127.3362,112,TRUE  ,ISC      ,mb    ,4.1
607181369,ISC      ,3/21/2015,47:45.1,-6.1473,128.5467,322,TRUE  ,DJA      ,mb    ,3.5
607181371,ISC      ,3/21/2015,50:56.0,-7.7306,128.4169,151,TRUE  ,IDC      ,mb    ,2.9
611444684,DJA      ,3/21/2015,08:54.3,0.54,122.13,79,      ,DJA      ,MLv   ,2.5
611444683,DJA      ,3/21/2015,10:35.3,-4.98,102.94,59,      ,DJA      ,MLv   ,3
606858329,ISC      ,3/22/2015,19:13.7,-9.8449,114.2227,43.9,      ,ISC      ,mb    ,4.4
607181376,ISC      ,3/22/2015,08:58.0,3.91,127.169,10,TRUE  ,ISC      ,mb    ,3.6
611444712,DJA      ,3/22/2015,1:09:54,-0.59,122.29,10,      ,DJA      ,MLv   ,2.5
606858330,ISC      ,3/22/2015,23:02.5,1.8294,126.2713,47,TRUE  ,ISC      ,mb    ,4.7
606858331,ISC      ,3/22/2015,47:39.8,-3.6738,131.5323,35,TRUE  ,ISC      ,mb    ,4.2
611020803,MAN      ,3/22/2015,03:25.5,5.657,125.695,168,      ,MAN      ,MS    ,2.8
611683262,IDC      ,3/22/2015,03:52.9,-3.7576,136.627,124.6,      ,IDC      ,mb    ,3
611444711,DJA      ,3/22/2015,16:56.8,0.2,122.07,79,      ,DJA      ,MLv   ,2.8
611444710,DJA      ,3/22/2015,34:20.1,-8.15,113.93,12,      ,DJA      ,MLv   ,2.2
607181390,ISC      ,3/22/2015,05:46.8,-0.6561,122.2993,10,TRUE  ,ISC      ,mb    ,4.1
611444709,DJA      ,3/22/2015,10:03.3,0.72,121.78,46,      ,DJA      ,MLv   ,2.3
611444708,DJA      ,3/22/2015,54:58.6,-8.04,118.8,18,      ,DJA      ,MLv   ,2.7
611444707,DJA      ,3/22/2015,57:01.1,-1.98,120.86,15,      ,DJA      ,MLv   ,3.1
611444706,DJA      ,3/22/2015,14:25.5,-0.32,120.24,20,      ,DJA      ,MLv   ,3.3
607181395,ISC      ,3/22/2015,18:43.0,-5.6382,129.7615,200,TRUE  ,IDC      ,mb    ,2.9
611444705,DJA      ,3/22/2015,44:22.1,-0.09,122.62,19,      ,DJA      ,MLv   ,2.2
611444704,DJA      ,3/22/2015,8:53:33,-8.15,114.05,10,      ,DJA      ,MLv   ,2.2
611444703,DJA      ,3/22/2015,01:42.2,-0.56,100.57,10,      ,DJA      ,MLv   ,3.4
611444702,DJA      ,3/22/2015,02:56.7,-4.73,104.84,202,      ,DJA      ,MLv   ,3.7
611444701,DJA      ,3/22/2015,48:22.8,-8.2,114.23,10,      ,DJA      ,MLv   ,1.9
611444700,DJA      ,3/22/2015,58:07.6,-9.05,123.82,10,      ,DJA      ,MLv   ,2.1
611444699,DJA      ,3/22/2015,58:36.9,-1.41,136.66,10,      ,DJA      ,MLv   ,2.9
611444698,DJA      ,3/22/2015,19:06.9,-8.6,115.57,12,      ,DJA      ,MLv   ,2.2
611444697,DJA      ,3/22/2015,22:38.5,-1.32,121.14,10,      ,DJA      ,MLv   ,2.6
611444696,DJA      ,3/22/2015,50:02.4,-7.7,117.91,62,      ,DJA      ,MLv   ,3.3
607181414,ISC      ,3/22/2015,57:01.1,1.5865,126.6126,47,TRUE  ,ISC      ,mb    ,3.5
611444695,DJA      ,3/22/2015,19:14.7,-2.48,119.52,10,      ,DJA      ,MLv   ,2.6
611444694,DJA      ,3/22/2015,32:32.8,-0.53,122.34,10,      ,DJA      ,MLv   ,2.4
607181417,ISC      ,3/22/2015,41:02.9,-3.384,129.83,10,TRUE  ,ISC      ,mb    ,3.6
607181418,IDC      ,3/22/2015,05:08.0,-9.3723,127.3763,146.3,      ,IDC      ,mb    ,2.8
606858346,ISC      ,3/22/2015,05:12.2,-6.9641,109.0295,9.2,      ,ISC      ,mb    ,4.5
611444693,DJA      ,3/22/2015,24:19.1,-0.25,121.91,10,      ,DJA      ,MLv   ,2.2
607181426,ISC      ,3/22/2015,43:56.8,-6.4565,131.3448,35,TRUE  ,IDC      ,mb    ,3.4
607181443,IDC      ,3/23/2015,13:49.0,-9.336,127.5508,65.2,      ,IDC      ,mb    ,2.7
611444720,DJA      ,3/23/2015,13:14.2,0.09,122.04,23,      ,DJA      ,MLv   ,2.3
611444719,DJA      ,3/23/2015,39:07.2,-8.7,118.35,105,      ,DJA      ,MLv   ,2.2
607181455,ISC      ,3/23/2015,49:59.7,1.9045,127.0812,63,TRUE  ,ISC      ,mb    ,4
611444718,DJA      ,3/23/2015,58:22.7,-2.88,119.87,11,      ,DJA      ,MLv   ,2.8
611444717,DJA      ,3/23/2015,12:18.4,-0.14,123.92,87,      ,DJA      ,MLv   ,3.4
611444716,DJA      ,3/23/2015,25:08.3,-0.71,122.3,12,      ,DJA      ,MLv   ,3.1
607181468,ISC      ,3/23/2015,45:11.2,-1.8592,100.2627,56,TRUE  ,ISC      ,mb    ,4.4
611444715,DJA      ,3/23/2015,03:41.8,-0.09,123.35,137,      ,DJA      ,MLv   ,2.9
607181472,ISC      ,3/23/2015,08:46.5,-8.3382,109.613,106.8,      ,ISC      ,mb    ,3.9
607181473,ISC      ,3/23/2015,18:30.1,3.3963,127.0217,48,TRUE  ,ISC      ,mb    ,4
607181477,IDC      ,3/23/2015,51:18.9,-8.6574,124.2312,84.9,      ,IDC      ,mb    ,3.1
607181478,ISC      ,3/23/2015,11:00.3,-9.1951,123.6373,86,TRUE  ,ISC      ,mb    ,4
606859843,ISC      ,3/23/2015,48:03.7,0.653,124.8852,55.4,      ,ISC      ,mb    ,5
606860335,ISC      ,3/23/2015,16:24.3,4.9512,127.4878,150,TRUE  ,ISC      ,mb    ,4.1
607181483,ISC      ,3/23/2015,27:17.2,-6.6955,130.0569,150,TRUE  ,IDC      ,mb    ,3.2
611444714,DJA      ,3/23/2015,05:27.7,-5.69,103.41,62,      ,DJA      ,MLv   ,2.3
606860344,ISC      ,3/23/2015,48:32.3,-2.7797,139.3227,10,TRUE  ,ISC      ,mb    ,4.5
607181490,DJA      ,3/23/2015,21:53.5,1.05,126.91,52,      ,DJA      ,MLv   ,3
611444713,DJA      ,3/23/2015,31:04.1,-7.59,106.78,10,      ,DJA      ,MLv   ,3
607181492,ISC      ,3/23/2015,03:31.1,-6.6215,129.8868,146,TRUE  ,ISC      ,mb    ,4.6
607181494,ISC      ,3/23/2015,11:15.2,-2.8436,139.3218,35,TRUE  ,ISC      ,mb    ,3.1
607181496,ISC      ,3/23/2015,34:13.6,-2.8223,139.3036,46,TRUE  ,ISC      ,mb    ,3.9
611444732,DJA      ,3/24/2015,51:18.2,-0.38,123.05,55,      ,DJA      ,MLv   ,3.9
607181499,ISC      ,3/24/2015,35:47.1,-2.7108,139.3944,27,TRUE  ,ISC      ,mb    ,4.1
606860355,ISC      ,3/24/2015,36:53.5,-2.8071,139.2861,46,TRUE  ,ISC      ,mb    ,4.9
611444731,DJA      ,3/24/2015,54:41.4,-0.16,122.7,10,      ,DJA      ,MLv   ,2.5
607181502,ISC      ,3/24/2015,02:45.9,-3.103,139.6836,46,TRUE  ,ISC      ,mb    ,3.3
607181503,ISC      ,3/24/2015,39:48.3,-2.9548,139.5507,46,TRUE  ,ISC      ,mb    ,3.5
606860358,ISC      ,3/24/2015,40:51.4,-2.813,139.3282,10,TRUE  ,ISC      ,mb    ,4.6
607181505,IDC      ,3/24/2015,09:26.2,-4.2527,127.6881,298.9,      ,IDC      ,mb    ,2.7
607181507,ISC      ,3/24/2015,30:06.1,-2.7299,139.2514,10,TRUE  ,ISC      ,mb    ,3.9
607181509,ISC      ,3/24/2015,51:23.2,-2.9663,139.3442,10,TRUE  ,ISC      ,mb    ,4.3
607181511,ISC      ,3/24/2015,44:23.5,-6.949,129.6334,150,TRUE  ,IDC      ,mb    ,3.4
607181538,ISC      ,3/24/2015,21:55.0,-2.7655,139.3456,35,TRUE  ,ISC      ,mb    ,3.7
611444728,DJA      ,3/24/2015,37:38.2,-8.88,114.9,82,      ,DJA      ,MLv   ,3.4
607181541,ISC      ,3/24/2015,04:14.6,-2.7151,139.3719,27,TRUE  ,ISC      ,mb    ,3.6
607181543,ISC      ,3/24/2015,37:36.6,5.7148,126.0454,75.4,      ,ISC      ,mb    ,3.2
611444727,DJA      ,3/24/2015,45:33.1,-8.97,119.01,16,      ,DJA      ,MLv   ,3.5
606861030,ISC      ,3/24/2015,50:30.4,2.0364,126.6167,56.1,      ,ISC      ,mb    ,5.2
611444726,DJA      ,3/24/2015,15:29:05,1.13,122.54,10,      ,DJA      ,MLv   ,2.8
607181546,ISC      ,3/24/2015,35:30.8,-3.0071,139.3226,10,TRUE  ,ISC      ,mb    ,3.5
611444725,DJA      ,3/24/2015,36:23.2,-0.54,122.38,10,      ,DJA      ,MLv   ,2.4
611020826,MAN      ,3/24/2015,11:35.4,5.561,126.832,47,      ,MAN      ,mb    ,4.3
607181552,ISC      ,3/24/2015,29:22.6,-2.6928,139.3273,35,TRUE  ,ISC      ,mb    ,3.8
607181553,ISC      ,3/24/2015,33:21.9,5.8586,127.7257,10,TRUE  ,ISC      ,mb    ,3.7
611444724,DJA      ,3/24/2015,38:46.1,-0.57,132.74,10,      ,DJA      ,MLv   ,2.5
607181569,ISC      ,3/24/2015,56:51.0,0.6974,126.1049,44,TRUE  ,ISC      ,mb    ,3.4
607181571,IDC      ,3/25/2015,24:01.6,-6.3613,130.1581,98.9,      ,IDC      ,mb    ,3.2
607181574,ISC      ,3/25/2015,51:59.4,-8.0288,119.0043,35,TRUE  ,DJA      ,MLv   ,3
607181575,IDC      ,3/25/2015,48:02.7,-9.7246,125.7563,58.8,      ,IDC      ,mb    ,3
607181578,ISC      ,3/25/2015,18:42.1,-9.2249,110.2894,10,TRUE  ,ISC      ,mb    ,3.4
607181580,ISC      ,3/25/2015,14:27.5,-3.9757,140.0578,37,TRUE  ,ISC      ,MS    ,3.3
611444737,DJA      ,3/25/2015,30:35.5,-0.05,125.38,15,      ,DJA      ,MLv   ,3.3
607181590,IDC      ,3/25/2015,27:26.7,-6.7009,129.67,133.5,      ,IDC      ,mb    ,3.2
611444736,DJA      ,3/25/2015,37:00.3,-10.28,124.61,49,      ,DJA      ,MLv   ,3.4
607181596,ISC      ,3/25/2015,18:26.0,3.898,126.5452,45,TRUE  ,ISC      ,mb    ,4.1
606889382,ISC      ,3/25/2015,59:32.1,-7.1614,129.2478,178.4,      ,ISC      ,mb    ,5
607181602,ISC      ,3/25/2015,25:08.9,-7.0684,129.8857,150,TRUE  ,IDC      ,mb    ,3
611444735,DJA      ,3/25/2015,14:53:35,0.09,123.55,147,      ,DJA      ,MLv   ,3
607181606,ISC      ,3/25/2015,05:40.4,1.3688,124.6236,235,TRUE  ,ISC      ,mb    ,4.3
607181616,ISC      ,3/25/2015,27:52.4,3.5032,126.7209,53,TRUE  ,ISC      ,mb    ,4
611444734,DJA      ,3/25/2015,18:43.9,-1.03,123.73,11,      ,DJA      ,MLv   ,3.6
607181619,ISC      ,3/25/2015,40:28.3,3.7683,125.9742,10,TRUE  ,ISC      ,mb    ,3.4
611444733,DJA      ,3/25/2015,21:20:57,-2.39,121.42,11,      ,DJA      ,MLv   ,3.9
606920966,ISC      ,3/26/2015,38:21.0,-9.5467,117.7271,57.4,      ,ISC      ,mb    ,4.6
607181632,ISC      ,3/26/2015,08:29.2,-4.6315,129.9536,127.1,      ,ISC      ,mb    ,3.8
607181633,ISC      ,3/26/2015,10:00.5,-2.8837,129.7923,10,TRUE  ,ISC      ,mb    ,3.9
607181635,ISC      ,3/26/2015,22:59.6,2.0036,124.1719,300,TRUE  ,ISC      ,mb    ,3.4
611444745,DJA      ,3/26/2015,49:19.8,-7.81,110.33,10,      ,DJA      ,MLv   ,2.5
611444744,DJA      ,3/26/2015,11:27.5,-0.07,123.1,119,      ,DJA      ,MLv   ,3.4
607181648,ISC      ,3/26/2015,11:23.3,1.4644,127.5216,128,TRUE  ,ISC      ,mb    ,3.6
607181649,ISC      ,3/26/2015,24:58.7,5.8111,124.62,15.9,      ,ISC      ,mb    ,4
607181650,IDC      ,3/26/2015,25:06.2,-6.0709,130.2371,104.6,      ,IDC      ,mb    ,3.6
607181655,ISC      ,3/26/2015,36:12.0,-6.6131,130.1005,146,TRUE  ,IDC      ,mb    ,3.5
611444743,DJA      ,3/26/2015,33:18.6,-9.33,117.57,32,      ,DJA      ,MLv   ,2.9
607181666,ISC      ,3/26/2015,04:35.6,-8.2652,114.5028,35,TRUE  ,ISC      ,mb    ,4.2
611444742,DJA      ,3/26/2015,28:41.9,-8.19,114.51,10,      ,DJA      ,MLv   ,2.6
611444741,DJA      ,3/26/2015,51:27.5,-8.09,113.91,10,      ,DJA      ,MLv   ,2.2
607181687,IDC      ,3/26/2015,44:12.4,3.4135,122.7811,576.7,      ,IDC      ,mb    ,2.6
607181689,ISC      ,3/26/2015,03:22.3,2.5423,128.0866,150,TRUE  ,ISC      ,mb    ,4.1
606928607,ISC      ,3/26/2015,46:46.8,5.8605,126.6356,68.7,      ,ISC      ,mb    ,5
607181691,ISC      ,3/26/2015,58:27.3,-1.1753,134.419,27,TRUE  ,IDC      ,mb    ,3.4
611444740,DJA      ,3/26/2015,59:02.6,-1.98,128.01,94,      ,DJA      ,MLv   ,2.8
606934452,ISC      ,3/26/2015,13:28.3,1.9135,126.462,47,TRUE  ,ISC      ,mb    ,4.6
611444739,DJA      ,3/26/2015,15:31.3,-9.93,118.14,60,      ,DJA      ,MLv   ,2.5
611444738,DJA      ,3/26/2015,22:15:47,-2.89,127.5,27,      ,DJA      ,MLv   ,3
607181700,ISC      ,3/26/2015,29:23.9,3.7246,128.0447,150,TRUE  ,ISC      ,mb    ,4
606939512,ISC      ,3/27/2015,13:30.5,-8.4712,122.8993,196,      ,ISC      ,mb    ,3.7
607181703,ISC      ,3/27/2015,03:38.6,-6.6192,130.8848,62,TRUE  ,IDC      ,mb    ,3.8
607181705,ISC      ,3/27/2015,02:58.9,-0.1366,125.3208,10,TRUE  ,ISC      ,mb    ,3.3
607181706,ISC      ,3/27/2015,14:26.1,-5.9065,122.7429,35,TRUE  ,ISC      ,mb    ,4.4
611444748,DJA      ,3/27/2015,00:05.1,-0.15,125.25,13,      ,DJA      ,MLv   ,3.7
611444747,DJA      ,3/27/2015,22:44.3,-0.19,98.92,32,      ,DJA      ,MLv   ,3.3
606939520,ISC      ,3/27/2015,39:06.4,1.969,96.8034,33.1,      ,ISC      ,mb    ,4.8
607181713,ISC      ,3/27/2015,57:51.4,-1.1627,136.0298,21.8,      ,ISC      ,mb    ,3.9
607181714,ISC      ,3/27/2015,05:26.4,-0.3208,123.0051,87.6,      ,ISC      ,mb    ,4.1
607181717,ISC      ,3/27/2015,50:20.1,-5.7954,102.7465,13.1,      ,ISC      ,mb    ,3.5
607181725,IDC      ,3/27/2015,10:30.1,-7.0923,129.7115,112.9,      ,IDC      ,mb    ,3.3
607181743,ISC      ,3/27/2015,04:44.6,-9.0534,124.553,35,TRUE  ,IDC      ,mb    ,3
606944608,ISC      ,3/27/2015,56:26.3,1.5303,126.3204,67.4,      ,ISC      ,mb    ,5.2
607181757,ISC      ,3/27/2015,41:55.2,-7.9054,106.9069,46,TRUE  ,ISC      ,mb    ,4.3
606948246,ISC      ,3/27/2015,25:17.2,4.866,96.0819,29,TRUE  ,ISC      ,mb    ,4.5
611444746,DJA      ,3/27/2015,04:46.7,0.08,98.48,10,      ,DJA      ,MLv   ,3.6
607181768,ISC      ,3/27/2015,08:13.7,-0.0564,123.158,162,TRUE  ,ISC      ,mb    ,4
607181771,ISC      ,3/28/2015,22:41.3,2.4956,98.5647,40,TRUE  ,ISC      ,mb    ,3.6
606948255,ISC      ,3/28/2015,19:26.6,5.2356,127.5414,50,TRUE  ,ISC      ,mb    ,4.6
607181777,IDC      ,3/28/2015,38:39.9,-7.5689,128.6193,169.5,      ,IDC      ,mb    ,3
607181786,ISC      ,3/28/2015,58:10.9,2.1668,128.0071,200,TRUE  ,ISC      ,mb    ,3.6
607181788,ISC      ,3/28/2015,12:09.8,2.0519,96.4611,28,TRUE  ,ISC      ,mb    ,3.6
607181792,ISC      ,3/28/2015,50:50.9,0.6073,125.9334,10,TRUE  ,ISC      ,mb    ,3.8
607181793,ISC      ,3/28/2015,59:27.9,-0.576,122.312,10,TRUE  ,ISC      ,mb    ,3.6
611444751,DJA      ,3/28/2015,00:19.2,-0.62,122.33,12,      ,DJA      ,MLv   ,3.7
607181794,ISC      ,3/28/2015,09:15.1,-1.6489,100.6523,10,TRUE  ,ISC      ,mb    ,4.1
607181795,ISC      ,3/28/2015,11:45.6,1.3729,126.4546,47,TRUE  ,ISC      ,mb    ,4.3
607181796,ISC      ,3/28/2015,33:06.8,-6.6051,105.2995,77.6,      ,ISC      ,mb    ,4.2
607181800,IDC      ,3/28/2015,16:31.5,-4.0769,127.9663,104.1,      ,IDC      ,mb    ,3
611444750,DJA      ,3/28/2015,07:17.2,-0.58,122.5,10,      ,DJA      ,MLv   ,2.5
607181801,ISC      ,3/28/2015,21:58.5,-4.8495,130.9114,35,TRUE  ,IDC      ,mb    ,3.3
611444749,DJA      ,3/28/2015,25:24.6,-7.1,107.66,10,      ,DJA      ,MLv   ,3.3
607181806,ISC      ,3/28/2015,35:11.8,1.6118,126.9527,100,TRUE  ,ISC      ,mb    ,3.6
607181817,ISC      ,3/28/2015,42:31.9,4.1003,126.7583,36,TRUE  ,ISC      ,mb    ,4.3
606949678,ISC      ,3/28/2015,30:37.1,-0.7815,133.7185,29,TRUE  ,ISC      ,mb    ,4.4
607181827,ISC      ,3/28/2015,00:42.8,-7.646,129.0648,131,TRUE  ,IDC      ,mb    ,3
606950085,ISC      ,3/28/2015,18:01.6,2.0918,126.7228,47,TRUE  ,ISC      ,mb    ,4.5
606949680,ISC      ,3/28/2015,41:12.7,-7.3026,128.409,168,TRUE  ,ISC      ,mb    ,4.7
607181834,ISC      ,3/28/2015,30:33.7,-2.1322,138.4071,36,TRUE  ,ISC      ,mb    ,3.6
610587199,ISC      ,3/28/2015,28:51.8,0.3731,121.9992,128.8,      ,ISC      ,mb    ,5.8
607181859,ISC      ,3/29/2015,11:36.2,5.8211,124.2584,500,TRUE  ,ISC      ,mb    ,3.3
610587211,ISC      ,3/29/2015,50:54.8,1.693,126.4908,45.5,      ,ISC      ,mb    ,5.5
607181882,ISC      ,3/29/2015,31:03.2,1.235,126.3683,39,TRUE  ,ISC      ,mb    ,4
611444760,DJA      ,3/29/2015,02:05.2,-9.19,117.17,57,      ,DJA      ,MLv   ,2.2
606950117,ISC      ,3/29/2015,35:39.8,2.6801,125.8058,89.5,      ,ISC      ,mb    ,4.8
611444759,DJA      ,3/29/2015,34:16.8,-8.45,108.92,20,      ,DJA      ,MLv   ,3.4
611444758,DJA      ,3/29/2015,40:47.1,0.71,122.52,32,      ,DJA      ,MLv   ,2.8
607181891,ISC      ,3/29/2015,50:29.3,2.7015,126.0007,100,TRUE  ,ISC      ,mb    ,3.6
611444757,DJA      ,3/29/2015,16:55:43,-8.06,109.27,22,      ,DJA      ,MLv   ,2.8
611444756,DJA      ,3/29/2015,11:24.6,-8.26,115.63,28,      ,DJA      ,MLv   ,1.7
611444755,DJA      ,3/29/2015,15:59.4,-4.72,102.79,102,      ,DJA      ,MLv   ,2.3
611444754,DJA      ,3/29/2015,06:17.4,-0.17,124.55,92,      ,DJA      ,MLv   ,3.1
611444753,DJA      ,3/29/2015,42:47.9,-3.51,127.22,12,      ,DJA      ,MLv   ,3.1
607181905,ISC      ,3/29/2015,25:27.5,-7.4611,121.4497,550,TRUE  ,ISC      ,mb    ,3.4
607181907,ISC      ,3/29/2015,50:15.1,1.7037,124.3181,300,TRUE  ,ISC      ,mb    ,4
611444752,DJA      ,3/29/2015,04:21.9,0.29,121.59,181,      ,DJA      ,MLv   ,2.5
611444767,DJA      ,3/30/2015,06:07.8,-4.53,102.78,16,      ,DJA      ,MLv   ,3.3
607181971,ISC      ,3/30/2015,24:43.7,3.0773,126.6116,63,TRUE  ,ISC      ,mb    ,4
611444766,DJA      ,3/30/2015,41:35.9,-0.18,123.97,10,      ,DJA      ,MLv   ,3
611444765,DJA      ,3/30/2015,59:09.1,-9.42,117.91,25,      ,DJA      ,MLv   ,3.2
607181994,ISC      ,3/30/2015,51:01.6,1.1889,126.2843,35,TRUE  ,ISC      ,mb    ,3.9
611444764,DJA      ,3/30/2015,57:19.6,1.15,97,10,      ,DJA      ,MLv   ,3.2
607181996,ISC      ,3/30/2015,05:02.2,1.0309,97.2165,35,TRUE  ,ISC      ,mb    ,4
611444763,DJA      ,3/30/2015,53:41.9,-3.83,128.21,10,      ,DJA      ,MLv   ,3.2
607182044,ISC      ,3/30/2015,43:31.7,-7.2389,129.437,150,TRUE  ,IDC      ,mb    ,3.3
607182062,ISC      ,3/30/2015,49:52.3,-7.9517,127.7558,170,TRUE  ,IDC      ,mb    ,2.9
607182065,ISC      ,3/30/2015,01:29.8,2.271,96.2567,10,TRUE  ,ISC      ,mb    ,4.2
611444762,DJA      ,3/30/2015,03:39.7,1.62,126.66,34,      ,DJA      ,MLv   ,3.3
606951557,ISC      ,3/30/2015,12:42.8,-1.8467,120.5974,33,TRUE  ,ISC      ,mb    ,4.6
607182072,ISC      ,3/30/2015,23:08.7,3.9206,97.1475,10,TRUE  ,ISC      ,mb    ,3.9
606951558,ISC      ,3/30/2015,28:09.6,-2.3259,138.9379,37,TRUE  ,ISC      ,mb    ,4.9
606951562,ISC      ,3/30/2015,41:52.4,-2.09,133.4708,26,TRUE  ,ISC      ,mb    ,4.7
607182098,ISC      ,3/30/2015,42:20.8,-6.7802,128.4214,250,TRUE  ,IDC      ,mb    ,2.9
607182110,IDC      ,3/31/2015,55:51.5,-5.5048,128.9755,324.2,      ,IDC      ,mb    ,3.1
607182116,ISC      ,3/31/2015,55:33.8,-3.1543,101.114,46,TRUE  ,ISC      ,mb    ,3.8
606953111,ISC      ,3/31/2015,46:31.8,2.4569,128.1656,122.4,      ,ISC      ,mb    ,4.9
611444777,DJA      ,3/31/2015,20:19.2,-3.09,119.52,2,      ,DJA      ,MLv   ,3
611444776,DJA      ,3/31/2015,4:33:17,-9.41,115.22,14,      ,DJA      ,MLv   ,2.9
611444775,DJA      ,3/31/2015,35:24.9,-8.97,116.44,84,      ,DJA      ,MLv   ,3
611444774,DJA      ,3/31/2015,28:31.6,0.25,122.32,112,      ,DJA      ,MLv   ,2.3
611444773,DJA      ,3/31/2015,17:04.2,-8.23,115.68,26,      ,DJA      ,MLv   ,1.8
611444772,DJA      ,3/31/2015,47:30.4,-0.1,122.97,101,      ,DJA      ,MLv   ,2.6
611444771,DJA      ,3/31/2015,51:28.5,-8.74,116.18,84,      ,DJA      ,MLv   ,2
611444770,DJA      ,3/31/2015,57:04.7,1.25,99.98,175,      ,DJA      ,MLv   ,3.7
611444769,DJA      ,3/31/2015,07:35.9,-0.08,123.92,67,      ,DJA      ,MLv   ,3.1
611444768,DJA      ,3/31/2015,9:16:07,0.92,120.24,10,      ,DJA      ,MLv   ,3.6
607182157,ISC      ,3/31/2015,50:43.0,1.4337,127.0523,103,TRUE  ,ISC      ,mb    ,3.9
607182180,ISC      ,3/31/2015,19:59.2,-6.5475,104.2701,40,TRUE  ,ISC      ,mb    ,4.1
607182181,ISC      ,3/31/2015,24:14.9,-0.6097,122.2591,46,TRUE  ,ISC      ,mb    ,3.5
607182182,IDC      ,3/31/2015,54:59.0,-3.7782,128.8798,238.7,      ,IDC      ,mb    ,2.6
607182187,ISC      ,3/31/2015,34:04.1,-7.7819,128.6094,150,TRUE  ,ISC      ,mb    ,3.5
607182196,ISC      ,3/31/2015,52:15.0,-8.102,117.8827,35,TRUE  ,ISC      ,mb    ,3.6
611529007,DJA      ,4/1/2015,07:41.3,0.39,121.93,167,      ,DJA      ,MLv   ,2
606965128,ISC      ,4/1/2015,09:10.9,0.8553,123.9856,219.2,      ,ISC      ,mb    ,4.9
607261826,ISC      ,4/1/2015,35:37.0,4.1787,125.3236,35,TRUE  ,ISC      ,mb    ,4.2
611529006,DJA      ,4/1/2015,30:14.4,-5.05,102.96,28,      ,DJA      ,MLv   ,2.8
