  EVENTID,AUTHOR,DATE,TIME,LAT,LON,DEPTH,DEPFIX,AUTHOR,TYPE,MAG
611817749,DJA      ,9/9/2016,16:21:08,-0.13,123.87,52,      ,DJA      ,MLv   ,3.5
611817748,DJA      ,9/9/2016,32:31.6,0.04,123.95,76,      ,DJA      ,MLv   ,3
609911581,IDC      ,9/9/2016,01:47.2,-7.4628,129.0344,128.7,      ,IDC      ,mb    ,3.4
609911583,NEIC     ,9/9/2016,49:27.2,4.0969,126.6745,65.3,      ,NEIC     ,mb    ,4.2
612484587,NOU      ,9/9/2016,18:53:22,-8.47,130.41,258,      ,NOU      ,MLv   ,3.8
609911596,NEIC     ,9/9/2016,36:51.2,2.4748,99.0021,153.8,      ,NEIC     ,mb    ,4.1
609911598,DJA      ,9/9/2016,19:48:27,-0.88,120.29,10,      ,DJA      ,MLv   ,3.8
609911599,DJA      ,9/9/2016,54:28.4,-2.97,100.97,25,      ,DJA      ,MLv   ,3.7
609911610,IDC      ,9/9/2016,46:28.7,-2.3705,140.355,0,TRUE  ,IDC      ,mb    ,3.7
609435636,NEIC     ,9/10/2016,26:54.9,1.6973,127.3097,102.7,      ,NEIC     ,mb    ,4.3
611830560,NEIC     ,9/10/2016,49:54.3,-9.8648,111.6546,10,TRUE  ,NEIC     ,mb    ,5.2
611817764,DJA      ,9/10/2016,59:48.6,-8.51,116.86,10,      ,DJA      ,MLv   ,2.6
611817763,DJA      ,9/10/2016,13:39.4,-9.59,119.88,33,      ,DJA      ,MLv   ,2.8
609911651,IDC      ,9/10/2016,11:07.3,4.7298,127.2922,92.5,      ,IDC      ,mb    ,3.3
611817762,DJA      ,9/10/2016,41:11.6,1.78,122.21,21,      ,DJA      ,MLv   ,3.2
611817761,DJA      ,9/10/2016,04:34.5,-0.89,120.22,10,      ,DJA      ,MLv   ,3.3
611817760,DJA      ,9/10/2016,48:26.9,-6.89,106.84,10,      ,DJA      ,MLv   ,3.4
609439037,NEIC     ,9/10/2016,21:13.9,-9.7438,111.7721,10,TRUE  ,NEIC     ,mb    ,4.7
611817759,DJA      ,9/10/2016,49:56.2,-1.98,121.89,10,      ,DJA      ,MLv   ,3
611817758,DJA      ,9/10/2016,55:48.7,-9.25,122.58,14,      ,DJA      ,MLv   ,2.4
609911676,NEIC     ,9/10/2016,49:09.0,-7.5615,128.0329,142.8,      ,NEIC     ,mb    ,4.2
609439044,IDC      ,9/10/2016,22:30.8,-9.4696,111.8137,0,TRUE  ,IDC      ,mb    ,4.5
609911683,DJA      ,9/10/2016,51:38.8,-9.36,111.77,15,      ,DJA      ,MLv   ,3.4
611817757,DJA      ,9/10/2016,52:41.9,-7.54,106.92,63,      ,DJA      ,MLv   ,3.7
609439052,MOS      ,9/10/2016,29:02.6,5.68,126.595,36,      ,MOS      ,mb    ,5.5
609911711,IDC      ,9/10/2016,20:51.7,5.9833,127.4855,76.3,      ,IDC      ,mb    ,3.3
609911720,DJA      ,9/10/2016,20:06.9,0.3,122.05,166,      ,DJA      ,MLv   ,3.4
609911737,IDC      ,9/11/2016,24:25.5,5.2823,94.0636,67.5,      ,IDC      ,mb    ,3.5
611817769,DJA      ,9/11/2016,23:27.8,-6.72,105.01,10,      ,DJA      ,MLv   ,3.9
609911772,NEIC     ,9/11/2016,17:27.5,-9.8964,111.6283,10,TRUE  ,NEIC     ,mb    ,4.2
611817768,DJA      ,9/11/2016,33:45.3,-6.76,105.18,13,      ,DJA      ,MLv   ,3.6
609911781,IDC      ,9/11/2016,37:17.2,-5.8402,130.0385,186.4,      ,IDC      ,mb    ,3.7
609911788,DJA      ,9/11/2016,25:35.9,2.16,98.52,69,      ,DJA      ,MLv   ,3.3
609911797,DJA      ,9/11/2016,33:50.8,-0.3,124.1,33,      ,DJA      ,MLv   ,3.7
609439165,GFZ      ,9/11/2016,38:02.8,-4.7,123.91,115,      ,GFZ      ,mb    ,4
611830568,NEIC     ,9/11/2016,35:05.9,-6.3091,105.2056,10,TRUE  ,NEIC     ,mb    ,5
611817767,DJA      ,9/11/2016,31:29.4,-6.08,105.45,10,      ,DJA      ,MLv   ,3
611817766,DJA      ,9/11/2016,16:57:32,0.19,98.65,14,      ,DJA      ,MLv   ,2.9
611817765,DJA      ,9/11/2016,20:30.1,3.01,126.17,20,      ,DJA      ,MLv   ,3.8
609911830,NOU      ,9/11/2016,59:26.2,-3.46,139.11,62,      ,NOU      ,mb    ,4.1
609440075,IDC      ,9/11/2016,27:29.1,-2.4808,100.0377,0,TRUE  ,IDC      ,mb    ,4.5
612484597,NOU      ,9/11/2016,20:43.9,-7.58,127.66,89,      ,NOU      ,mb    ,3.8
609911848,DJA      ,9/12/2016,0:22:03,-8.75,118.91,115,      ,DJA      ,MLv   ,3.4
609440076,NEIC     ,9/12/2016,32:09.9,1.6019,126.7986,42.3,      ,NEIC     ,mb    ,4.8
611817781,DJA      ,9/12/2016,55:19.8,-2.55,129.37,10,      ,DJA      ,MLv   ,3.1
611817780,DJA      ,9/12/2016,37:07.9,-2.58,129.36,10,      ,DJA      ,MLv   ,2.8
609911876,IDC      ,9/12/2016,30:20.8,-6.7688,129.829,109.6,      ,IDC      ,mb    ,3.1
611817779,DJA      ,9/12/2016,38:41.1,-7.48,107.7,104,      ,DJA      ,MLv   ,3.5
611817778,DJA      ,9/12/2016,49:16.7,-9.83,120.02,51,      ,DJA      ,MLv   ,3.4
609440119,IDC      ,9/12/2016,38:23.0,-10.9111,114.0542,45.5,      ,IDC      ,mb    ,4.3
609911933,IDC      ,9/12/2016,49:49.3,-7.0034,130.0301,105.7,      ,IDC      ,mb    ,3.1
609911938,IDC      ,9/12/2016,00:31.6,-6.331,127.3561,421.7,      ,IDC      ,mb    ,2.9
611817777,DJA      ,9/12/2016,17:53.8,-8.45,118.09,25,      ,DJA      ,MLv   ,2.9
611817776,DJA      ,9/12/2016,24:28.9,0.06,122.86,96,      ,DJA      ,MLv   ,2.5
611817775,DJA      ,9/12/2016,28:56.2,-0.12,122.89,132,      ,DJA      ,MLv   ,3.1
609911945,DJA      ,9/12/2016,45:24.6,0.75,100.07,183,      ,DJA      ,MLv   ,3.6
609911946,NEIC     ,9/12/2016,51:51.2,-6.7631,127.132,402.5,      ,NEIC     ,mb    ,4.3
611817774,DJA      ,9/12/2016,10:46.8,-0.13,123.01,133,      ,DJA      ,MLv   ,3.6
609440530,NEIC     ,9/12/2016,10:10.7,-4.9064,101.7667,18.3,      ,NEIC     ,mb    ,5.3
611817773,DJA      ,9/12/2016,15:10:41,-8.48,119.42,128,      ,DJA      ,MLv   ,2.7
611817772,DJA      ,9/12/2016,15:30:33,1.59,124.17,299,      ,DJA      ,MLv   ,3.4
611817771,DJA      ,9/12/2016,43:26.5,1.37,120.21,10,      ,DJA      ,MLv   ,2.9
609911978,NOU      ,9/12/2016,45:56.8,-9.62,121.93,5,      ,NOU      ,mb    ,4.3
609911979,IDC      ,9/12/2016,47:52.8,0.5288,125.5422,0,TRUE  ,IDC      ,mb    ,4.1
609911980,IDC      ,9/12/2016,54:51.4,2.5488,128.2267,0,TRUE  ,IDC      ,mb    ,3.5
611817770,DJA      ,9/12/2016,58:05.9,-9.31,119.23,49,      ,DJA      ,MLv   ,3.6
609912017,IDC      ,9/12/2016,11:29.1,5.1458,125.4671,92.9,      ,IDC      ,mb    ,3.1
609912029,NEIC     ,9/12/2016,01:12.8,1.6775,124.0675,312.1,      ,NEIC     ,mb    ,4.3
609912035,NEIC     ,9/12/2016,50:33.3,-6.5296,129.5231,212.5,      ,NEIC     ,mb    ,4.3
609912066,DJA      ,9/13/2016,03:28.3,-2.48,121.16,10,      ,DJA      ,MLv   ,3.4
609912073,IDC      ,9/13/2016,55:13.1,-9.3456,121.6283,59,      ,IDC      ,mb    ,3.7
611817785,DJA      ,9/13/2016,54:52.4,-0.9,120.29,13,      ,DJA      ,MLv   ,3.5
609441642,NEIC     ,9/13/2016,39:52.0,-7.039,129.8739,123.5,      ,NEIC     ,mb    ,4.9
609912090,DJA      ,9/13/2016,41:07.9,-2.17,99.48,23,      ,DJA      ,MLv   ,3.9
609912126,IDC      ,9/13/2016,49:16.5,-5.3303,103.5758,0,TRUE  ,IDC      ,mb    ,3.4
611817784,DJA      ,9/13/2016,54:24.9,-3.33,119.59,11,      ,DJA      ,MLv   ,2.3
611817783,DJA      ,9/13/2016,54:44.8,-8.15,107.91,22,      ,DJA      ,MLv   ,3.6
611817782,DJA      ,9/13/2016,50:25.1,-2.56,101.11,48,      ,DJA      ,MLv   ,3.1
609912151,IDC      ,9/13/2016,22:29.5,2.583,128.2897,82.7,      ,IDC      ,mb    ,3.2
609912155,NOU      ,9/13/2016,49:39.8,-5.96,130.45,110,      ,NOU      ,mb    ,3.8
611817793,DJA      ,9/14/2016,03:02.4,-2.15,119.76,10,      ,DJA      ,MLv   ,3.2
609912214,IDC      ,9/14/2016,57:10.6,-6.4626,128.5758,281.4,      ,IDC      ,mb    ,3.1
611817792,DJA      ,9/14/2016,36:39.8,-2.44,121.19,10,      ,DJA      ,MLv   ,3.2
611817791,DJA      ,9/14/2016,47:57.8,-3.69,128.52,102,      ,DJA      ,MLv   ,2.9
611817790,DJA      ,9/14/2016,03:10.9,-0.33,122.98,19,      ,DJA      ,MLv   ,2.6
609912270,IDC      ,9/14/2016,05:20.7,1.8596,126.2338,0,TRUE  ,IDC      ,mb    ,3.7
611817789,DJA      ,9/14/2016,14:18:37,-6.32,128.37,22,      ,DJA      ,mb    ,4.2
611817788,DJA      ,9/14/2016,25:03.2,0.33,121.48,127,      ,DJA      ,MLv   ,2.4
611817787,DJA      ,9/14/2016,15:54:48,-0.06,121.98,22,      ,DJA      ,MLv   ,2.6
609912289,DJA      ,9/14/2016,37:46.8,1.94,127.36,92,      ,DJA      ,MLv   ,3.5
609446882,DJA      ,9/14/2016,23:55.7,-9.4,119.48,94,      ,DJA      ,mb    ,5
611817786,DJA      ,9/14/2016,29:13.9,2.54,128.23,152,      ,DJA      ,mb    ,3.8
609912313,NEIC     ,9/14/2016,09:00.4,4.4757,95.5313,65.9,      ,NEIC     ,mb    ,4.1
609912318,IDC      ,9/14/2016,54:58.2,-5.2813,141.8555,0,TRUE  ,IDC      ,mb    ,3.9
609912324,DJA      ,9/14/2016,32:58.4,-5.15,104.6,101,      ,DJA      ,MLv   ,3.5
611817802,DJA      ,9/15/2016,23:15.6,-0.84,120.2,14,      ,DJA      ,MLv   ,3
609451060,IDC      ,9/15/2016,28:50.6,-0.8363,120.7489,0,TRUE  ,IDC      ,mb    ,3.7
611817801,DJA      ,9/15/2016,36:39.3,-0.89,120.25,12,      ,DJA      ,MLv   ,3.6
611817800,DJA      ,9/15/2016,53:12.8,-0.91,120.24,12,      ,DJA      ,MLv   ,3.2
611817799,DJA      ,9/15/2016,01:31.5,-0.88,120.2,13,      ,DJA      ,MLv   ,3
611817798,DJA      ,9/15/2016,15:55.5,-0.28,123.07,15,      ,DJA      ,MLv   ,3
611817797,DJA      ,9/15/2016,30:19.9,-8.41,121.58,20,      ,DJA      ,mb    ,4.5
612484630,NOU      ,9/15/2016,42:48.5,-4.21,135.01,43,      ,NOU      ,mb    ,4.1
609912369,DJA      ,9/15/2016,7:25:59,1.28,127.28,139,      ,DJA      ,mb    ,4.5
611817796,DJA      ,9/15/2016,48:35.5,0.75,121.23,50,      ,DJA      ,MLv   ,2.4
609912405,IDC      ,9/15/2016,33:28.5,-6.283,129.9179,113.7,      ,IDC      ,mb    ,3.4
609912409,NEIC     ,9/15/2016,53:54.6,-8.1151,126.7718,95.6,      ,NEIC     ,mb    ,4.1
612484626,NOU      ,9/15/2016,42:40.6,-7.47,128.41,127,      ,NOU      ,mb    ,3.9
609449602,NEIC     ,9/15/2016,45:55.2,-3.8488,128.9955,114,TRUE  ,NEIC     ,mb    ,5.5
609912430,IDC      ,9/15/2016,11:56.4,-5.9416,129.985,95.7,      ,IDC      ,mb    ,3
609912432,DJA      ,9/15/2016,21:21.2,0.32,126.25,27,      ,DJA      ,MLv   ,3.2
611817795,DJA      ,9/15/2016,39:08.8,-1.12,120.91,12,      ,DJA      ,MLv   ,3
611817794,DJA      ,9/15/2016,57:00.5,-0.35,122.91,60,      ,DJA      ,MLv   ,2.8
609912457,DJA      ,9/15/2016,45:43.2,-8.59,121.63,155,      ,DJA      ,MLv   ,3.5
611817816,DJA      ,9/16/2016,03:27.2,-9.22,116.02,38,      ,DJA      ,MLv   ,3.6
611817815,DJA      ,9/16/2016,1:40:31,-4.33,129.5,179,      ,DJA      ,MLv   ,3.8
609451101,IDC      ,9/16/2016,44:27.0,-7.4536,128.0953,160.4,      ,IDC      ,mb    ,4
611817813,DJA      ,9/16/2016,10:53.7,-0.34,121.68,11,      ,DJA      ,MLv   ,2.6
611817812,DJA      ,9/16/2016,6:15:11,-0.28,121.55,12,      ,DJA      ,MLv   ,3.2
611817811,DJA      ,9/16/2016,17:17.1,-9.43,119.59,10,      ,DJA      ,MLv   ,2.5
611817810,DJA      ,9/16/2016,37:16.3,-9.43,118.68,17,      ,DJA      ,MLv   ,3
611817809,DJA      ,9/16/2016,41:58.4,-1.79,120.62,28,      ,DJA      ,MLv   ,3
609451105,NEIC     ,9/16/2016,50:46.4,5.6811,125.5009,193,      ,NEIC     ,mb    ,5.5
611817808,DJA      ,9/16/2016,31:01.4,0.31,122.04,174,      ,DJA      ,MLv   ,2.2
609912494,NEIC     ,9/16/2016,07:50.1,-7.5262,128.4552,158.9,      ,NEIC     ,mb    ,4.3
611817807,DJA      ,9/16/2016,28:01.5,-8.58,120.79,10,      ,DJA      ,MLv   ,3.3
611817806,DJA      ,9/16/2016,44:24.8,0.36,98.51,52,      ,DJA      ,MLv   ,3.4
609912500,IDC      ,9/16/2016,17:26.2,-6.5272,129.8493,115.3,      ,IDC      ,mb    ,3.1
609451117,IDC      ,9/16/2016,03:49.2,-6.953,129.5195,101.3,      ,IDC      ,mb    ,3.6
609912511,IDC      ,9/16/2016,46:54.8,-7.0942,130.1848,84.2,      ,IDC      ,mb    ,3.7
611817805,DJA      ,9/16/2016,57:22.5,-7.88,117.72,13,      ,DJA      ,MLv   ,2.8
609912512,IDC      ,9/16/2016,10:17.5,5.4809,126.0619,71,      ,IDC      ,mb    ,3.4
609912523,DJA      ,9/16/2016,17:58:41,-8.74,123.49,149,      ,DJA      ,MLv   ,3.3
609912525,NEIC     ,9/16/2016,06:50.5,3.0581,127.8145,109.2,      ,NEIC     ,mb    ,4.1
611817804,DJA      ,9/16/2016,49:12.2,1.51,126.95,35,      ,DJA      ,MLv   ,3.3
611817803,DJA      ,9/16/2016,52:05.4,-2.75,129.34,10,      ,DJA      ,MLv   ,3.1
609912538,DJA      ,9/16/2016,55:19.3,-2.74,129.31,10,      ,DJA      ,MLv   ,3.2
609912544,IDC      ,9/16/2016,11:55.2,1.5593,125.9341,130.3,      ,IDC      ,mb    ,3.5
609912543,DJA      ,9/16/2016,12:05.6,2.23,97.58,50,      ,DJA      ,MLv   ,3.3
609451617,NEIC     ,9/16/2016,04:19.6,3.6106,124.4535,315,      ,NEIC     ,mb    ,4.2
611830611,NEIC     ,9/17/2016,20:17.9,-2.0829,140.5718,9,TRUE  ,NEIC     ,mb    ,5.6
609912563,IDC      ,9/17/2016,46:40.8,-2.2862,140.7234,0,TRUE  ,IDC      ,mb    ,3.9
609451625,NEIC     ,9/17/2016,06:35.8,-2.0734,140.5461,10,TRUE  ,NEIC     ,mb    ,5.2
609912566,NEIC     ,9/17/2016,12:32.0,-2.0316,140.6062,16.8,      ,NEIC     ,mb    ,4.7
612484651,NEIC     ,9/17/2016,30:56.8,-4.4346,102.7537,59,      ,NEIC     ,mb    ,5.5
609912579,IDC      ,9/17/2016,31:57.9,1.8494,127.654,0,TRUE  ,IDC      ,mb    ,4.1
609912581,IDC      ,9/17/2016,53:29.6,-2.8828,140.1033,156.2,      ,IDC      ,mb    ,3.4
609451640,NEIC     ,9/17/2016,23:14.2,-2.0601,140.5861,10,TRUE  ,NEIC     ,mb    ,4.9
609912604,IDC      ,9/17/2016,02:42.4,-6.7372,128.7613,0,TRUE  ,IDC      ,mb    ,3.8
609912606,IDC      ,9/17/2016,23:40.8,-6.5626,129.5149,141.4,      ,IDC      ,mb    ,3.5
609451648,NEIC     ,9/17/2016,29:54.1,0.5131,99.4296,108.8,      ,NEIC     ,mb    ,4.7
609912611,IDC      ,9/17/2016,33:33.0,-1.91,140.6243,0,TRUE  ,IDC      ,mb    ,3.9
609912618,NEIC     ,9/17/2016,17:29.1,2.2734,122.9586,446.8,      ,NEIC     ,mb    ,4.2
609912623,IDC      ,9/17/2016,13:42.2,5.3148,94.3483,62.6,      ,IDC      ,mb    ,3.2
609912629,DJA      ,9/17/2016,52:24.5,-0.1,122.98,109,      ,DJA      ,MLv   ,3.9
609912637,IDC      ,9/17/2016,30:31.5,-2.0222,140.4964,0,TRUE  ,IDC      ,mb    ,4
609451938,NEIC     ,9/17/2016,34:07.2,-2.0427,140.6252,10,TRUE  ,NEIC     ,mb    ,5.1
609451939,IDC      ,9/17/2016,28:25.5,-2.0811,141.4292,0,TRUE  ,IDC      ,mb    ,4
609451949,NEIC     ,9/17/2016,00:49.2,-1.9881,140.6285,12.4,      ,NEIC     ,mb    ,5
609451951,NEIC     ,9/17/2016,22:49.6,-4.61,101.8498,38.7,      ,NEIC     ,mb    ,4.6
609912670,IDC      ,9/17/2016,46:14.7,-2.1781,140.6462,0,TRUE  ,IDC      ,mb    ,3.8
609912672,NEIC     ,9/17/2016,10:02.8,-1.2658,140.2061,10,TRUE  ,NEIC     ,mb    ,4
609451953,IDC      ,9/17/2016,15:13.6,-2.0967,140.7026,0,TRUE  ,IDC      ,mb    ,4.2
611817817,DJA      ,9/17/2016,39:35.7,-2.78,129.99,10,      ,DJA      ,MLv   ,2.9
609451954,IDC      ,9/17/2016,47:46.5,-1.9417,140.7393,0,TRUE  ,IDC      ,mb    ,4.2
609451957,IDC      ,9/17/2016,39:00.4,-2.0178,140.5839,0,TRUE  ,IDC      ,mb    ,4.1
609912684,NEIC     ,9/17/2016,45:04.9,-2.2857,139.7969,10,TRUE  ,NEIC     ,mb    ,4.1
609912686,DJA      ,9/17/2016,52:37.2,-2.77,139.61,10,      ,DJA      ,MLv   ,3
611817828,DJA      ,9/18/2016,32:13.5,-0.33,123.11,18,      ,DJA      ,MLv   ,2.9
609912695,IDC      ,9/18/2016,42:14.0,-1.9453,140.6346,0,TRUE  ,IDC      ,mb    ,4.1
609912696,IDC      ,9/18/2016,43:20.5,-1.9409,140.6472,0,TRUE  ,IDC      ,mb    ,4.2
609451961,NEIC     ,9/18/2016,53:40.1,-1.9652,140.5195,10,TRUE  ,NEIC     ,mb    ,4.9
609451964,IDC      ,9/18/2016,49:42.5,-1.9702,140.5761,0,TRUE  ,IDC      ,mb    ,4.1
609912714,IDC      ,9/18/2016,17:09.6,-1.9249,140.7386,0,TRUE  ,IDC      ,mb    ,3.7
609912715,IDC      ,9/18/2016,18:25.1,-1.95,140.6654,0,TRUE  ,IDC      ,mb    ,3.9
611817827,DJA      ,9/18/2016,50:35.4,-2.92,129.26,10,      ,DJA      ,MLv   ,2.7
611817826,DJA      ,9/18/2016,18:37.3,-0.21,122.89,72,      ,DJA      ,MLv   ,2.9
609451966,IDC      ,9/18/2016,27:08.9,-8.6147,112.4572,60.9,      ,IDC      ,mb    ,3.9
611817825,DJA      ,9/18/2016,10:34.7,-10.36,118.78,31,      ,DJA      ,MLv   ,3.5
609451974,IDC      ,9/18/2016,54:13.8,2.6222,128.4662,52.7,      ,IDC      ,mb    ,4.1
609451977,NEIC     ,9/18/2016,17:36.7,-2.0354,140.4805,10,TRUE  ,NEIC     ,mb    ,5.5
609451978,NEIC     ,9/18/2016,46:07.7,-2.0312,140.5424,10,TRUE  ,NEIC     ,mb    ,4.6
609456558,NEIC     ,9/18/2016,51:22.3,-2.0109,140.5902,10,TRUE  ,NEIC     ,mb    ,4.8
609912767,IDC      ,9/18/2016,15:45.2,-2.093,140.7516,0,TRUE  ,IDC      ,mb    ,4
609912770,IDC      ,9/18/2016,35:22.1,2.4612,95.7303,0,TRUE  ,IDC      ,mb    ,3.8
609912773,IDC      ,9/18/2016,51:50.6,-9.3503,125.2496,0,TRUE  ,IDC      ,mb    ,3.6
611817824,DJA      ,9/18/2016,24:56.5,1.34,122.57,130,      ,DJA      ,MLv   ,2.2
611817823,DJA      ,9/18/2016,35:07.7,-10.26,118.76,12,      ,DJA      ,mb    ,4.6
609912795,IDC      ,9/18/2016,02:26.1,-2.2097,140.8702,0,TRUE  ,IDC      ,mb    ,4
609912800,IDC      ,9/18/2016,43:22.3,1.8145,99.4211,112.3,      ,IDC      ,mb    ,3.1
611817821,DJA      ,9/18/2016,35:01.3,0.63,121.14,53,      ,DJA      ,mb    ,4.1
611817820,DJA      ,9/18/2016,17:21:37,0.8,122.35,62,      ,DJA      ,MLv   ,2.4
609912824,NEIC     ,9/18/2016,25:41.9,-8.033,122.8761,217,      ,NEIC     ,mb    ,4.2
609912826,DJA      ,9/18/2016,40:15.6,0.24,126.25,10,      ,DJA      ,MLv   ,3
609912843,NOU      ,9/18/2016,06:47.6,-6.04,127.75,56,      ,NOU      ,mb    ,4.1
611817819,DJA      ,9/18/2016,20:42:14,-8.09,110.43,10,      ,DJA      ,MLv   ,3.4
609912862,NEIC     ,9/18/2016,49:11.4,-3.854,129.6985,45.4,      ,NEIC     ,mb    ,4.3
609452687,IDC      ,9/18/2016,50:26.1,-9.5057,111.7747,0,TRUE  ,IDC      ,mb    ,4.5
609912865,NEIC     ,9/18/2016,54:38.3,-9.4395,111.8113,53.2,      ,NEIC     ,mb    ,4.4
611817818,DJA      ,9/18/2016,11:26.2,-0.13,122.93,133,      ,DJA      ,MLv   ,3.2
609912885,NEIC     ,9/19/2016,02:29.4,-9.8802,111.636,10,TRUE  ,NEIC     ,mb    ,4.5
611817845,DJA      ,9/19/2016,07:10.8,0.5,121.47,114,      ,DJA      ,MLv   ,2.4
611817844,DJA      ,9/19/2016,23:54.1,-0.35,121.61,10,      ,DJA      ,MLv   ,3.3
609452691,NEIC     ,9/19/2016,43:08.7,2.2238,98.7947,23.6,      ,NEIC     ,mb    ,4.5
611817843,DJA      ,9/19/2016,43:52.9,-0.35,121.6,10,      ,DJA      ,MLv   ,3.5
609912897,DJA      ,9/19/2016,45:30.1,-7.72,118.64,55,      ,DJA      ,MLv   ,3.9
611817842,DJA      ,9/19/2016,12:30.1,2.04,99.02,10,      ,DJA      ,MLv   ,3.4
610503740,NEIC     ,9/19/2016,33:36.7,-6.993,125.1328,517.6,      ,NEIC     ,mb    ,4.4
611817841,DJA      ,9/19/2016,35:33.5,-2.1,126.72,10,      ,DJA      ,MLv   ,2.9
609912908,NEIC     ,9/19/2016,03:09.0,-9.4493,119.4394,60.8,      ,NEIC     ,mb    ,4.3
611817840,DJA      ,9/19/2016,5:09:22,-2.75,128.09,10,      ,DJA      ,MLv   ,2.5
611817839,DJA      ,9/19/2016,17:03.6,-2.69,128.1,15,      ,DJA      ,MLv   ,2.5
611817838,DJA      ,9/19/2016,35:16.3,-2.79,128.04,10,      ,DJA      ,MLv   ,3
611817837,DJA      ,9/19/2016,32:30.6,2.03,99.03,10,      ,DJA      ,MLv   ,2.7
611817836,DJA      ,9/19/2016,36:29.4,-2.71,129.51,10,      ,DJA      ,MLv   ,3.4
611817835,DJA      ,9/19/2016,36:41.3,-9.37,122.24,24,      ,DJA      ,MLv   ,3.6
609912924,IDC      ,9/19/2016,56:54.2,2.3564,128.8474,41.2,      ,IDC      ,mb    ,3.9
611817834,DJA      ,9/19/2016,36:58.4,1.46,98.82,56,      ,DJA      ,MLv   ,3.1
611817833,DJA      ,9/19/2016,9:41:12,-8.76,110.37,30,      ,DJA      ,MLv   ,3
609912947,DJA      ,9/19/2016,12:38.1,-0.82,120.13,12,      ,DJA      ,MLv   ,3.6
611817832,DJA      ,9/19/2016,21:26.3,-3.81,129.28,80,      ,DJA      ,MLv   ,3.2
609456584,NEIC     ,9/19/2016,06:40.0,-1.9696,140.6004,12.9,      ,NEIC     ,mb    ,4.9
611817831,DJA      ,9/19/2016,19:36.9,0.03,123.85,99,      ,DJA      ,MLv   ,3.2
611817830,DJA      ,9/19/2016,09:55.3,-8.31,118.72,163,      ,DJA      ,MLv   ,2.6
611817829,DJA      ,9/19/2016,22:15.1,-2.74,138.64,10,      ,DJA      ,MLv   ,3.1
609912967,DJA      ,9/19/2016,39:09.5,-0.54,124.26,10,      ,DJA      ,mb    ,4.4
609912971,NEIC     ,9/19/2016,53:00.3,-1.9895,140.4095,17.7,      ,NEIC     ,mb    ,4.5
609912978,IDC      ,9/19/2016,36:52.1,-7.5576,128.749,144.8,      ,IDC      ,mb    ,3.4
609912981,DJA      ,9/19/2016,14:46.8,-7.45,120.41,10,      ,DJA      ,MLv   ,4.1
609912999,NEIC     ,9/19/2016,17:00.1,-3.9666,131.8546,7.2,      ,NEIC     ,mb    ,4
609457777,NEIC     ,9/19/2016,15:02.7,-1.9523,138.7047,10,TRUE  ,NEIC     ,mb    ,4.9
609457783,NEIC     ,9/20/2016,11:47.1,-7.528,128.5861,158.1,      ,NEIC     ,mb    ,4.7
611817853,DJA      ,9/20/2016,45:03.8,0.52,121.24,31,      ,DJA      ,MLv   ,3
609913019,DJA      ,9/20/2016,49:08.3,-2.47,139.96,10,      ,DJA      ,MLv   ,4
611817852,DJA      ,9/20/2016,49:22.4,-0.83,120.24,20,      ,DJA      ,MLv   ,3.8
609913021,IDC      ,9/20/2016,04:35.4,-0.762,120.9051,0,TRUE  ,IDC      ,mb    ,3.5
611817851,DJA      ,9/20/2016,28:09.1,-0.83,120.25,18,      ,DJA      ,MLv   ,3.2
611817850,DJA      ,9/20/2016,12:50.7,-0.77,99.52,39,      ,DJA      ,MLv   ,3.1
611817849,DJA      ,9/20/2016,30:54.5,-5.07,128.16,332,      ,DJA      ,mb    ,4.2
609462715,IDC      ,9/20/2016,35:17.3,-1.9723,140.7728,0,TRUE  ,IDC      ,mb    ,4.1
611817848,DJA      ,9/20/2016,32:22.5,-9.8,119.63,22,      ,DJA      ,MLv   ,3.4
609470555,GFZ      ,9/20/2016,38:12.7,-5.51,131.21,117,      ,GFZ      ,mb    ,4.4
609913084,IDC      ,9/20/2016,21:17.6,-1.8782,140.7263,0,TRUE  ,IDC      ,mb    ,3.9
609470561,NEIC     ,9/20/2016,10:47.7,-1.9855,138.7455,10,TRUE  ,NEIC     ,mb    ,5.5
611817847,DJA      ,9/20/2016,41:29.3,-8.29,122.46,10,      ,DJA      ,MLv   ,2.1
609470567,IDC      ,9/20/2016,44:49.1,-1.9199,140.7625,0,TRUE  ,IDC      ,mb    ,4.1
609913095,IDC      ,9/20/2016,50:23.2,-1.927,139.8338,0,TRUE  ,IDC      ,mb    ,3.5
609913096,IDC      ,9/20/2016,58:14.6,-6.0028,127.9282,384.8,      ,IDC      ,mb    ,3
609913097,DJA      ,9/20/2016,06:46.8,-1.72,138.84,16,      ,DJA      ,MLv   ,3.7
609913103,DJA      ,9/20/2016,42:41.1,-1.76,138.87,15,      ,DJA      ,MLv   ,4.1
609913107,DJA      ,9/20/2016,06:31.3,-0.89,120.26,10,      ,DJA      ,mb    ,4.1
609913112,DJA      ,9/20/2016,55:39.7,-3.79,128.29,12,      ,DJA      ,mb    ,4.2
611817846,DJA      ,9/20/2016,15:49.9,0.67,99.97,163,      ,DJA      ,mb    ,4.5
612484669,NOU      ,9/20/2016,31:16.4,-8.31,123.89,158,      ,NOU      ,mb    ,3.8
609913115,IDC      ,9/20/2016,16:36.2,2.5948,97.9213,84.6,      ,IDC      ,mb    ,3
