DATA_TYPE EVENT_CATALOGUE
ISC Bulletin
--EVENT--|--------------------ORIGIN (PRIME HYPOCENTRE)-------------------|------MAGNITUDES-----...
  EVENTID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,DEPFIX,AUTHOR   ,TYPE  ,MAG 
 16957834,ISC      ,1905-01-22,02:43:58.14,  0.5723, 122.8165, 90.0,TRUE  ,PAS      ,MS    , 7.8,ABE1     ,mB    , 7.8,GUTE     ,UK    , 7.8,B&D      ,UK    , 8.4
 16957943,ISC      ,1907-01-04,05:19:11.80,  1.8725,  94.2091, 15.0,TRUE  ,ISC      ,MS    , 7.8,PAS      ,MS    , 7.6,ABE1     ,mB    , 7.4,AN2      ,Ms    , 7.5,P&S      ,Mw    , 7.5,GUTE     ,UK    , 7.6,B&D      ,UK    , 7.8
   914258,GUTE     ,1907-03-29,20:46:30   ,  3.0000, 122.0000,500.0,      ,PAS      ,MS    , 7.2,ABE1     ,mB    , 7.2,GUTE     ,UK    , 7.2,B&D      ,UK    , 7.2
 16957964,ISC      ,1907-06-25,17:54:40.28,  1.3426, 127.2325,200.0,TRUE  ,PAS      ,MS    , 7.5,ABE1     ,mB    , 7.5,GUTE     ,UK    , 7.5,B&D      ,UK    , 7.9
   914226,GUTE     ,1909-04-25,22:36:00   ,  4.0000, 127.0000,100.0,      ,PAS      ,MS    , 7.0,ABE1     ,mB    , 7.1,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   914229,GUTE     ,1909-05-30,21:01:18   , -8.0000, 131.0000,100.0,      ,PAS      ,MS    , 7.2,ABE1     ,mB    , 7.1,GUTE     ,UK    , 7.2,B&D      ,UK    , 7.2
   914230,GUTE     ,1909-06-03,18:40:48   , -2.0000, 101.0000, 35.0,TRUE  ,PAS      ,MS    , 7.6,ABE1     ,mB    , 7.4,P&S      ,Ms    , 7.2,AN2      ,Ms    , 7.3,P&S      ,Mw    , 7.2,GUTE     ,UK    , 7.6
   914240,GUTE     ,1909-10-30,10:17:30   , -6.0000, 131.0000,250.0,      ,PAS      ,MS    , 6.9,GUTE     ,UK    , 6.7
 16958127,ISC      ,1910-12-16,14:44:55.88,  4.6847, 126.0507, 15.0,TRUE  ,ISC      ,MS    , 7.6,PAS      ,MS    , 7.5,ABE1     ,mB    , 7.4,AN2      ,Ms    , 7.6,P&S      ,Mw    , 7.6,B&D      ,UK    , 7.2,GUTE     ,UK    , 7.5
   914153,GUTE     ,1911-03-06,17:30:00   ,  6.0000, 126.0000,100.0,      ,PAS      ,MS    , 6.8,BJI      ,Ms    , 6.8,GUTE     ,UK    , 6.6
   914166,GUTE     ,1911-07-05,18:40:06   , -7.5000, 117.5000,370.0,      ,PAS      ,MS    , 7.0,ABE1     ,mB    , 7.0,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   914136,GUTE     ,1912-08-17,19:11:48   ,  4.0000, 127.0000, 35.0,TRUE  ,PAS      ,MS    , 7.5,ABE1     ,mB    , 7.1,P&S      ,Ms    , 7.2,AN2      ,Ms    , 7.3,P&S      ,Mw    , 7.2,GUTE     ,UK    , 7.5
   914137,GUTE     ,1912-08-18,13:20:00   , -7.0000, 123.0000,650.0,      ,PAS      ,MS    , 6.5,
   913750,ISC      ,1916-01-13,08:20:32.63, -3.9875, 138.0114, 35.0,TRUE  ,ISC      ,MS    , 7.7,PAS      ,MS    , 7.8,ABE1     ,mB    , 7.6,AN1      ,Ms    , 7.7,P&S      ,Mw    , 7.6,GUTE     ,UK    , 7.8
   913829,GUTE     ,1916-07-27,11:52:42   ,  4.0000,  96.5000,100.0,      ,PAS      ,MS    , 7.0,ABE1     ,mB    , 7.0,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   913846,GUTE     ,1916-09-11,06:30:36   , -9.0000, 113.0000,100.0,      ,PAS      ,MS    , 7.2,ABE1     ,mB    , 7.1,GUTE     ,UK    , 7.2,B&D      ,UK    , 7.2
   913586,ISC      ,1917-07-29,21:52:32.85, -3.6870, 141.5724, 35.0,TRUE  ,ISC      ,MS    , 7.5,PAS      ,MS    , 7.6,ABE1     ,mB    , 7.6,P&S      ,Ms    , 7.5,AN1      ,Ms    , 7.7,P&S      ,Mw    , 7.6,GUTE     ,UK    , 7.6
   913646,GUTE     ,1917-08-30,04:07:15   , -7.5000, 128.0000,100.0,      ,PAS      ,MS    , 7.8,ABE1     ,mB    , 7.3,GUTE     ,UK    , 7.8,B&D      ,UK    , 7.8
   913040,ISC      ,1918-01-21,19:45:30.09, -0.1971, 134.1098, 25.0,TRUE  ,ISC      ,MS    , 6.4,
   913230,ISC      ,1918-08-15,12:18:21.68,  5.9672, 124.3768, 20.0,TRUE  ,ISC      ,MS    , 8.0,PAS      ,MS    , 8.2,ABE1     ,mB    , 7.6,P&S      ,Ms    , 7.8,ABE1     ,Ms    , 8.0,P&S      ,Mw    , 8.2,B&D      ,UK    , 8.3
   913231,ISC      ,1918-08-15,15:26:20.92,  5.2127, 124.2612, 35.0,TRUE  ,ISC      ,MS    , 6.4,
   913232,ISC      ,1918-08-15,17:30:11.18,  5.2264, 125.7502, 15.0,TRUE  ,ISC      ,MS    , 6.9,PAS      ,MS    , 7.0,ABE1     ,mB    , 6.9,ABE1     ,Ms    , 6.9,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   913233,ISC      ,1918-08-16,03:25:41.47,  5.2887, 124.6605, 35.0,TRUE  ,ISC      ,MS    , 5.9,
   913286,ISC      ,1918-09-22,09:55:00.13, -1.4570, 100.0902, 35.0,TRUE  ,ISC      ,MS    , 6.5,GUTE     ,UK    , 6.6,PAS      ,MS    , 6.8
 16958410,ISC      ,1918-11-18,18:42:06.33, -6.7637, 129.6360,225.0,TRUE  ,ABE1     ,mB    , 7.5,GUTE     ,UK    , 7.8,B&D      ,UK    , 8.1,PAS      ,MS    , 7.8
   913349,ISC      ,1918-11-23,22:57:42.74, -6.8067, 129.1481, 15.0,TRUE  ,ISC      ,MS    , 6.9,ABE1     ,mB    , 7.1,GUTE     ,UK    , 7.2,B&D      ,UK    , 7.2,PAS      ,MS    , 7.2
   912712,ISC      ,1919-01-18,05:52:24.87, -4.5766, 101.4670, 35.0,TRUE  ,ISC      ,MS    , 6.3,
   912756,ISC      ,1919-04-02,00:34:59.58, -5.4963, 104.4870, 20.0,TRUE  ,ISC      ,MS    , 6.5,
   912906,ISC      ,1919-08-29,05:44:03.04, -3.0194, 127.3830, 15.0,TRUE  ,ISC      ,MS    , 6.9,PAS      ,MS    , 7.0,ABE1     ,mB    , 6.9,ABE1     ,Ms    , 7.0,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   912979,ISC      ,1919-10-12,21:48:31.74, -4.1786, 101.7521, 25.0,TRUE  ,ISC      ,MS    , 6.5,
   912458,ISC      ,1920-03-17,18:37:04.97,  1.5749,  95.5552, 15.0,TRUE  ,ISC      ,MS    , 6.3,
   912490,GUTE     ,1920-05-10,18:49:48   , -5.0000, 130.0000,370.0,      ,PAS      ,MS    , 6.5,
   912507,GUTE     ,1920-05-27,05:48:12   , -6.0000, 113.0000,600.0,      ,PAS      ,MS    , 6.5,
   912525,ISC      ,1920-06-09,11:30:39.51, -4.8812, 129.5829, 15.0,TRUE  ,ISC      ,MS    , 6.8,
   912572,ISC      ,1920-08-03,03:01:59.67,  5.8406, 127.9019, 15.0,TRUE  ,ISC      ,MS    , 6.2,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   912164,ISC      ,1921-02-14,01:00:51.92,  5.1463, 128.8922, 15.0,TRUE  ,ISC      ,MS    , 6.3,PAS      ,MS    , 6.2
   912166,ISC      ,1921-02-19,14:33:48.73, -0.8559, 133.8534, 15.0,TRUE  ,ISC      ,MS    , 6.4,
   912167,ISC      ,1921-02-19,18:14:43.70, -2.0043, 139.0845, 25.0,TRUE  ,ISC      ,MS    , 6.9,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   912187,GUTE     ,1921-03-23,22:44:40   , -6.5000, 131.0000, 50.0,      ,PAS      ,MS    , 6.0,
   912195,ISC      ,1921-03-30,15:02:16.50, -7.3496, 127.9059,150.0,TRUE  ,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   912197,ISC      ,1921-04-01,04:06:45.04,  1.7701,  98.1481, 35.0,TRUE  ,ISC      ,MS    , 6.8,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   912276,GUTE     ,1921-07-15,18:06:22   ,  2.0000, 128.0000,140.0,      ,PAS      ,MS    , 6.0,
   912309,ISC      ,1921-09-11,04:01:44.99,-10.0805, 110.6231, 15.0,TRUE  ,ISC      ,MS    , 7.6,ABE1     ,mB    , 7.3,P&S      ,Ms    , 7.3,ABE1     ,Ms    , 7.5,P&S      ,Mw    , 7.3,B&D      ,UK    , 7.5,PAS      ,MS    , 7.5
   912320,GUTE     ,1921-09-20,20:21:23   , -5.0000, 110.0000,600.0,      ,PAS      ,MS    , 6.0,
   912337,ISC      ,1921-10-10,02:06:08.75, -3.0656, 138.6898, 35.0,TRUE  ,ISC      ,MS    , 6.6,
   911802,ISC      ,1922-01-19,21:59:04.64, -7.6292, 141.1733, 15.0,TRUE  ,ISC      ,MS    , 6.7,
   911855,ISC      ,1922-04-05,09:59:33.89, -1.3879, 137.4026, 25.0,TRUE  ,ISC      ,MS    , 6.8,
   911295,ISC      ,1923-02-23,05:52:00.23, -0.6200, 123.1405, 35.0,TRUE  ,ISC      ,MS    , 6.5,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   911315,ISC      ,1923-03-16,22:01:44.81,  6.5459, 127.3053, 35.0,TRUE  ,ISC      ,MS    , 6.8,PAS      ,MS    , 7.0,ABE1     ,mB    , 7.2,ABE1     ,Ms    , 7.0,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   911334,ISC      ,1923-04-19,03:09:13.52,  2.4976, 117.3976, 35.0,TRUE  ,ISC      ,MS    , 6.8,PAS      ,MS    , 7.0,ABE1     ,Ms    , 6.9,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   911366,ISC      ,1923-05-12,01:20:08.80, -6.9660, 105.1715, 25.0,TRUE  ,ISC      ,MS    , 6.3,
   911497,ISC      ,1923-08-11,00:54:43.46,  5.2310, 118.2796, 35.0,TRUE  ,ISC      ,MS    , 6.3,PAS      ,MS    , 6.5
   911641,ISC      ,1923-09-16,16:34:47.07, -2.4807, 139.0538, 35.0,TRUE  ,ISC      ,MS    , 6.4,
   911676,ISC      ,1923-10-07,03:29:38.65, -1.2309, 129.5505, 15.0,TRUE  ,ISC      ,MS    , 7.4,PAS      ,MS    , 7.5,P&S      ,Ms    , 7.2,ABE1     ,Ms    , 7.4,P&S      ,Mw    , 7.2,GUTE     ,UK    , 7.5,B&D      ,UK    , 7.5
   911693,ISC      ,1923-10-15,07:58:00.83,-10.2181, 120.2571, 35.0,TRUE  ,ISC      ,MS    , 6.3,
   910833,ISC      ,1924-02-13,22:50:18.83, -3.0651, 121.2540, 35.0,TRUE  ,ISC      ,MS    , 6.4,PAS      ,MS    , 6.5
   910856,ISC      ,1924-03-05,04:24:59.09, -6.5717, 129.6356,145.0,TRUE  ,GUTE     ,UK    , 6.6,PAS      ,MS    , 6.8
   910909,GUTE     ,1924-04-13,13:48:00   ,  0.5000, 117.5000, 35.0,TRUE  ,PAS      ,MS    , 6.2,
   910958,ISC      ,1924-05-17,05:16:07.66, -2.3188, 133.0823, 15.0,TRUE  ,ISC      ,MS    , 6.1,
   910994,GUTE     ,1924-06-22,16:36:43   , -7.0000, 107.0000,100.0,      ,PAS      ,MS    , 6.0,
   911044,ISC      ,1924-07-29,05:18:41.51, -3.1689, 121.1886, 35.0,TRUE  ,ISC      ,MS    , 6.5,GUTE     ,UK    , 6.6,PAS      ,MS    , 6.8
   911105,GUTE     ,1924-09-10,05:54:30   , -7.5000, 123.0000,200.0,      ,PAS      ,MS    , 6.5,
   911213,GUTE     ,1924-12-05,09:36:25   ,  0.5000, 126.0000,200.0,      ,PAS      ,MS    , 6.5,
   910406,GUTE     ,1925-03-15,13:46:45   ,-11.0000, 119.5000, 50.0,      ,PAS      ,MS    , 6.0,
   910407,GUTE     ,1925-03-15,15:41:30   ,-11.0000, 119.5000, 50.0,      ,PAS      ,MS    , 6.2,
   910427,GUTE     ,1925-03-26,10:25:12   ,  5.5000, 125.0000,180.0,      ,PAS      ,MS    , 6.5,
   910459,GUTE     ,1925-04-22,23:10:42   , -0.5000, 129.0000, 35.0,TRUE  ,PAS      ,MS    , 6.0,
   910473,ISC      ,1925-05-03,17:21:47.03,  1.1896, 126.3037, 15.0,TRUE  ,ISC      ,MS    , 7.2,PAS      ,MS    , 7.1,ABE1     ,mB    , 6.8,ABE1     ,Ms    , 7.1,GUTE     ,UK    , 7.1,B&D      ,UK    , 7.1
   910484,ISC      ,1925-05-05,23:21:08.90,  1.1812, 126.1039, 15.0,TRUE  ,ISC      ,MS    , 6.7,
   910524,ISC      ,1925-06-03,04:33:54.06,  1.2921, 126.0099, 15.0,TRUE  ,ISC      ,MS    , 7.0,PAS      ,MS    , 7.1,ABE1     ,mB    , 7.0,ABE1     ,Ms    , 7.0,GUTE     ,UK    , 7.1,B&D      ,UK    , 7.1
   910532,ISC      ,1925-06-09,13:40:23.42, -4.0147, 143.4672, 25.0,TRUE  ,ISC      ,MS    , 7.0,ABE1     ,mB    , 7.0,ABE1     ,Ms    , 7.0,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0,PAS      ,MS    , 7.0
   910715,GUTE     ,1925-10-18,08:25:58   ,  3.5000, 128.0000,220.0,      ,PAS      ,MS    , 6.2,
   910720,ISC      ,1925-10-22,17:01:44.49, -5.5141, 102.8120, 35.0,TRUE  ,ISC      ,MS    , 6.7,
   910721,GUTE     ,1925-10-23,01:47:35   ,-10.5000, 115.0000, 35.0,TRUE  ,PAS      ,MS    , 6.0,
   910733,ISC      ,1925-11-10,13:50:37.11, -0.6517, 130.6205, 15.0,TRUE  ,ISC      ,MS    , 7.4,PAS      ,MS    , 7.4,ABE1     ,mB    , 7.1,P&S      ,Ms    , 7.2,ABE1     ,Ms    , 7.4,P&S      ,Mw    , 7.2,B&D      ,UK    , 7.4
   910784,ISC      ,1925-12-27,10:28:20.43,  1.6696, 126.2976, 35.0,TRUE  ,ISC      ,MS    , 6.2,
   910789,ISC      ,1925-12-29,16:04:20.14, -1.4250, 120.2343, 25.0,TRUE  ,ISC      ,MS    , 6.4,PAS      ,MS    , 6.5
   909755,ISC      ,1926-03-04,09:30:57.13,  4.6750, 127.7288, 15.0,TRUE  ,ISC      ,MS    , 6.6,
   909845,ISC      ,1926-05-20,07:02:19.03,  5.4726, 124.9573, 35.0,TRUE  ,ISC      ,MS    , 6.5,
   909884,GUTE     ,1926-06-24,21:16:30   , -7.5000, 128.2500,150.0,      ,PAS      ,MS    , 6.5,
   909897,ISC      ,1926-06-28,03:23:28.54,  0.1020, 101.4677, 15.0,TRUE  ,ISC      ,MS    , 6.7,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   909898,ISC      ,1926-06-28,06:15:48.40, -0.6295, 100.1554, 35.0,TRUE  ,ISC      ,MS    , 6.4,PAS      ,MS    , 6.5
   909912,ISC      ,1926-07-01,14:09:01.64, -2.9935, 101.1462, 25.0,TRUE  ,ISC      ,MS    , 6.8,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   909928,ISC      ,1926-07-10,10:51:11.33,  0.5500, 126.0158, 15.0,TRUE  ,ISC      ,MS    , 6.6,PAS      ,MS    , 7.0,ABE1     ,mB    , 7.0,ABE1     ,Ms    , 6.6,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   909938,GUTE     ,1926-07-14,16:46:48   ,  2.0000, 129.0000,180.0,      ,PAS      ,MS    , 6.2,
   909939,GUTE     ,1926-07-14,16:59:27   ,  2.0000, 129.0000,180.0,      ,PAS      ,MS    , 6.2,
   909968,ISC      ,1926-08-03,10:32:08.57, -2.6516, 126.3463, 15.0,TRUE  ,ISC      ,MS    , 6.7,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   909969,GUTE     ,1926-08-03,19:41:20   ,  1.0000,  97.5000, 35.0,TRUE  ,PAS      ,MS    , 6.0,
   910100,ISC      ,1926-09-10,10:34:27.37, -9.1557, 110.6165, 35.0,TRUE  ,ISC      ,MS    , 7.2,ABE1     ,mB    , 7.0,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0,PAS      ,MS    , 7.0
   910134,GUTE     ,1926-09-30,05:17:43   ,  3.0000, 122.5000,600.0,      ,PAS      ,MS    , 6.2,
   910191,ISC      ,1926-10-26,03:44:45.87, -2.8337, 139.2830, 35.0,TRUE  ,ISC      ,MS    , 7.6,PAS      ,MS    , 7.7,ABE1     ,mB    , 7.6,P&S      ,Ms    , 7.4,ABE1     ,Ms    , 7.6,P&S      ,Mw    , 7.5,B&D      ,UK    , 7.9
   910192,ISC      ,1926-10-26,06:11:33.62, -2.7947, 139.3175, 25.0,TRUE  ,ISC      ,MS    , 6.7,
   910194,ISC      ,1926-10-26,14:16:02   , -2.6333, 139.7682, 35.0,TRUE  ,ISC      ,MS    , 6.2,
   910302,ISC      ,1926-12-25,15:43:20.28, -0.0560, 118.9541, 35.0,TRUE  ,GUTE     ,UK    , 6.6,PAS      ,MS    , 6.8
   909124,ISC      ,1927-03-03,01:05:10.89, -6.7175, 122.0935, 15.0,TRUE  ,ISC      ,MS    , 7.1,PAS      ,MS    , 7.0,ABE1     ,mB    , 7.0,ABE1     ,Ms    , 7.0,GUTE     ,UK    , 7.0,B&D      ,UK    , 7.0
   909204,GUTE     ,1927-04-17,09:05:52   , -7.5000, 127.0000,200.0,      ,PAS      ,MS    , 6.2,
   909239,GUTE     ,1927-05-10,06:03:44   , -1.5000,  99.5000, 50.0,      ,PAS      ,MS    , 6.0,
   909316,ISC      ,1927-06-03,07:12:07.76, -6.7663, 130.3628, 35.0,TRUE  ,ISC      ,MS    , 7.5,PAS      ,MS    , 7.4,ABE1     ,mB    , 7.2,GUTE     ,UK    , 7.4,B&D      ,UK    , 7.4
   909331,GUTE     ,1927-06-11,02:32:09   , -1.5000, 130.0000, 60.0,      ,PAS      ,MS    , 6.5,
   909426,ISC      ,1927-08-04,15:47:55.02, -1.4032, 122.9998, 25.0,TRUE  ,GUTE     ,UK    , 6.6,PAS      ,MS    , 6.8
   909439,GUTE     ,1927-08-08,18:43:48   , -7.0000, 124.0000,680.0,      ,PAS      ,MS    , 6.2,
   909442,ISC      ,1927-08-10,11:36:12.25, -0.5601, 131.7639, 15.0,TRUE  ,ISC      ,MS    , 7.1,PAS      ,MS    , 7.1,ABE1     ,mB    , 7.0,P&S      ,Ms    , 7.0,ABE1     ,Ms    , 7.2,P&S      ,Mw    , 7.1,B&D      ,UK    , 7.1
   909499,GUTE     ,1927-09-08,23:22:48   , -7.5000, 107.5000, 50.0,      ,PAS      ,MS    , 6.2,
   909612,ISC      ,1927-11-06,15:34:31.78, -6.8479, 129.0935,150.0,TRUE  ,PAS      ,MS    , 6.8,GUTE     ,UK    , 6.6
   909657,ISC      ,1927-12-01,04:37:24.85, -0.8423, 120.7640, 20.0,TRUE  ,ISC      ,MS    , 6.3,
   908473,ISC      ,1928-01-26,21:51:33.92, -4.9642,  95.9933, 15.0,TRUE  ,ISC      ,MS    , 6.3,PAS      ,MS    , 6.2
   908560,ISC      ,1928-03-26,05:26:25.74,  0.9658, 125.3645, 35.0,TRUE  ,ISC      ,MS    , 6.2,
   908801,GUTE     ,1928-07-27,15:23:04   ,  6.0000,  95.5000,100.0,      ,PAS      ,MS    , 6.0,
   908827,ISC      ,1928-08-12,08:08:41.73,  1.9167, 126.9486, 15.0,TRUE  ,ISC      ,MS    , 6.1,ABE1     ,mB    , 7.0,GUTE     ,UK    , 6.9,PAS      ,MS    , 6.9
   908888,ISC      ,1928-09-13,03:26:27.92,  2.0351, 126.1024, 35.0,TRUE  ,ISC      ,MS    , 6.5,
   908963,GUTE     ,1928-11-15,02:32:18   ,  2.0000, 133.0000, 35.0,TRUE  ,PAS      ,MS    , 5.6,
   908980,ISC      ,1928-11-28,10:43:12.61, -8.6531, 120.7243, 20.0,TRUE  ,ISC      ,MS    , 6.8,PAS      ,MS    , 6.9,ABE1     ,mB    , 7.1,ABE1     ,Ms    , 6.9,GUTE     ,UK    , 6.9
   908999,ISC      ,1928-12-07,09:14:07.11, -4.1912, 133.8363, 15.0,TRUE  ,ISC      ,MS    , 6.9,
   909007,GUTE     ,1928-12-10,04:33:38   ,  3.0000,  98.0000, 35.0,TRUE  ,PAS      ,MS    , 6.0,
   908065,ISC      ,1929-05-07,16:35:22.17, -2.5739, 136.0521, 25.0,TRUE  ,ISC      ,MS    , 6.5,
   908158,GUTE     ,1929-06-20,18:22:33   , -8.5000, 114.0000, 60.0,      ,PAS      ,MS    , 6.2,
   908400,ISC      ,1929-11-23,00:01:51.20, -4.5392, 137.1955, 35.0,TRUE  ,ISC      ,MS    , 6.7,
   908409,ISC      ,1929-12-09,06:49:59.94,  4.2027,  94.5283, 25.0,TRUE  ,ISC      ,MS    , 6.8,PAS      ,MS    , 6.8,ABE1     ,mB    , 7.2,ABE1     ,Ms    , 6.7,GUTE     ,UK    , 6.8
   908432,GUTE     ,1929-12-27,13:32:07   , -3.0000, 125.0000,230.0,      ,PAS      ,MS    , 6.5,
